video_id,label,frames,label_id,shape,format,id
56272.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
56276.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
56277.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
56281.0,Stop Sign,37,14.0,"(100, 132)",JPEG,
56284.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
56293.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
56298.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
56300.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
56301.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
56302.0,Doing other things,37,0.0,"(100, 176)",JPEG,
56306.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
56307.0,Zooming In With Full Hand,37,23.0,"(100, 132)",JPEG,
56313.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
56314.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56318.0,Swiping Left,37,16.0,"(100, 132)",JPEG,
56322.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
56323.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
56331.0,Doing other things,37,0.0,"(100, 176)",JPEG,
56336.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56344.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
56345.0,No gesture,37,2.0,"(100, 176)",JPEG,
56346.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56349.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
56354.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
56355.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
56356.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
56358.0,Doing other things,37,0.0,"(100, 176)",JPEG,
56361.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
56362.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
56364.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
56369.0,Doing other things,37,0.0,"(100, 176)",JPEG,
56372.0,Zooming Out With Two Fingers,37,26.0,"(100, 132)",JPEG,
56375.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
56376.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
56380.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
56388.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
56394.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
56397.0,Doing other things,37,0.0,"(100, 176)",JPEG,
56398.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
56399.0,Doing other things,37,0.0,"(100, 176)",JPEG,
56402.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
56404.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56418.0,Turning Hand Clockwise,37,21.0,"(100, 132)",JPEG,
56419.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
56422.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
56424.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
56427.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
56429.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56432.0,Swiping Up,37,18.0,"(100, 132)",JPEG,
56433.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
56434.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
56435.0,Sliding Two Fingers Left,37,11.0,"(100, 132)",JPEG,
56438.0,Doing other things,37,0.0,"(100, 176)",JPEG,
56439.0,Pulling Hand In,37,3.0,"(100, 132)",JPEG,
56443.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
56444.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
56448.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
56454.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
56459.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
56462.0,Swiping Left,37,16.0,"(100, 132)",JPEG,
56463.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
56464.0,Doing other things,37,0.0,"(100, 176)",JPEG,
56465.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
56466.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
56470.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
56471.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
56472.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
56473.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
56474.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
56476.0,No gesture,37,2.0,"(100, 176)",JPEG,
56480.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
56483.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
56486.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
56488.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
56494.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
56496.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
56499.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
56501.0,Zooming Out With Full Hand,37,25.0,"(100, 132)",JPEG,
56502.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
56506.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
56509.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
56510.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
56512.0,Rolling Hand Backward,37,7.0,"(100, 132)",JPEG,
56513.0,No gesture,37,2.0,"(100, 176)",JPEG,
56514.0,Doing other things,37,0.0,"(100, 176)",JPEG,
56526.0,Doing other things,37,0.0,"(100, 132)",JPEG,
56540.0,Zooming Out With Full Hand,37,25.0,"(100, 132)",JPEG,
56543.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
56547.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
56550.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56551.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
56553.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
56557.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
56558.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
56562.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
56563.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
56564.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
56565.0,Swiping Right,37,17.0,"(100, 132)",JPEG,
56567.0,Rolling Hand Forward,37,8.0,"(100, 132)",JPEG,
56568.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
56569.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
56570.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56571.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
56573.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
56575.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
56578.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
56579.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
56582.0,Zooming In With Full Hand,37,23.0,"(100, 132)",JPEG,
56585.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56590.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
56595.0,Doing other things,37,0.0,"(100, 176)",JPEG,
56597.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
56609.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
56611.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
56614.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
56616.0,Zooming In With Two Fingers,37,24.0,"(100, 132)",JPEG,
56618.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
56621.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
56625.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
56626.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
56631.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
56633.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
56638.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
56647.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
56648.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
56652.0,Zooming Out With Two Fingers,37,26.0,"(100, 132)",JPEG,
56653.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56654.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
56665.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
56668.0,Sliding Two Fingers Down,37,10.0,"(100, 132)",JPEG,
56669.0,Thumb Up,37,20.0,"(100, 132)",JPEG,
56671.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
56678.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
56680.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
56681.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
56683.0,No gesture,37,2.0,"(100, 176)",JPEG,
56689.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
56693.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
56694.0,No gesture,37,2.0,"(100, 176)",JPEG,
56700.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
56704.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56706.0,Shaking Hand,37,9.0,"(100, 132)",JPEG,
56709.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
56711.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
56715.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
56721.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
56722.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
56723.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
56727.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
56731.0,Zooming Out With Full Hand,37,25.0,"(100, 132)",JPEG,
56732.0,Sliding Two Fingers Up,37,13.0,"(100, 132)",JPEG,
56742.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
56744.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
56745.0,Turning Hand Counterclockwise,37,22.0,"(100, 142)",JPEG,
56747.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
56748.0,Doing other things,37,0.0,"(100, 176)",JPEG,
56751.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
56752.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
56754.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
56756.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
56759.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
56760.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
56761.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
56762.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
56764.0,No gesture,37,2.0,"(100, 176)",JPEG,
56765.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
56771.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
56776.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
56779.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
56781.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
56782.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
56785.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
56789.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
56792.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
56797.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
56798.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56799.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
56801.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56804.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
56809.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
56810.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56811.0,Doing other things,37,0.0,"(100, 176)",JPEG,
56814.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
56815.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
56819.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
56821.0,Pulling Hand In,37,3.0,"(100, 132)",JPEG,
56822.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
56828.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
56829.0,No gesture,37,2.0,"(100, 176)",JPEG,
56830.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
56832.0,Sliding Two Fingers Left,37,11.0,"(100, 132)",JPEG,
56834.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
56844.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
56845.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
56849.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
56856.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
56859.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56861.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
56862.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
56863.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
56864.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
56866.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
56873.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
56877.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
56879.0,No gesture,37,2.0,"(100, 176)",JPEG,
56880.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
56884.0,Doing other things,37,0.0,"(100, 176)",JPEG,
56885.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56889.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
56893.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
56898.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
56899.0,Rolling Hand Forward,37,8.0,"(100, 132)",JPEG,
56906.0,Swiping Right,37,17.0,"(100, 132)",JPEG,
56908.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
56909.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
56914.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
56921.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
56927.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
56936.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
56940.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
56950.0,No gesture,37,2.0,"(100, 176)",JPEG,
56951.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
56952.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
56954.0,Pushing Two Fingers Away,37,6.0,"(100, 132)",JPEG,
56955.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
56956.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
56962.0,Shaking Hand,37,9.0,"(100, 132)",JPEG,
56967.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
56972.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
56973.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
56977.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
56978.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
56984.0,Swiping Down,37,15.0,"(100, 132)",JPEG,
56985.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
56987.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
56988.0,Doing other things,37,0.0,"(100, 176)",JPEG,
56990.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
56991.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
56994.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
56997.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
56999.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
57003.0,Doing other things,37,0.0,"(100, 176)",JPEG,
57007.0,Pushing Two Fingers Away,37,6.0,"(100, 132)",JPEG,
57010.0,Zooming Out With Two Fingers,37,26.0,"(100, 132)",JPEG,
57012.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
57017.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
57020.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
57028.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
57038.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
57043.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
57045.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
57046.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
57051.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
57055.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
57056.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
57058.0,Sliding Two Fingers Down,37,10.0,"(100, 132)",JPEG,
57059.0,Doing other things,37,0.0,"(100, 176)",JPEG,
57060.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
57062.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
57070.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
57072.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
57079.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
57081.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
57082.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
57085.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
57087.0,Zooming In With Full Hand,37,23.0,"(100, 132)",JPEG,
57088.0,Pushing Hand Away,37,5.0,"(100, 132)",JPEG,
57090.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
57092.0,Doing other things,37,0.0,"(100, 176)",JPEG,
57095.0,Sliding Two Fingers Up,37,13.0,"(100, 176)",JPEG,
57096.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
57097.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
57098.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
57100.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
57104.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
57105.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
57106.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
57110.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
57112.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
57115.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
57117.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
57118.0,Swiping Left,37,16.0,"(100, 132)",JPEG,
57122.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
57123.0,Doing other things,37,0.0,"(100, 176)",JPEG,
57127.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
57128.0,Thumb Down,37,19.0,"(100, 132)",JPEG,
57133.0,Doing other things,37,0.0,"(100, 176)",JPEG,
57136.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
57137.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
57140.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
57142.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
57144.0,Sliding Two Fingers Left,37,11.0,"(100, 132)",JPEG,
57149.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
57151.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
57153.0,Stop Sign,37,14.0,"(100, 176)",JPEG,
57158.0,Doing other things,37,0.0,"(100, 176)",JPEG,
57160.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
57162.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
57167.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
57169.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
57172.0,Doing other things,37,0.0,"(100, 132)",JPEG,
57173.0,Stop Sign,37,14.0,"(100, 132)",JPEG,
57174.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
57176.0,Turning Hand Counterclockwise,37,22.0,"(100, 132)",JPEG,
57179.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
57180.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
57181.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
57187.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
57188.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
57191.0,No gesture,37,2.0,"(100, 176)",JPEG,
57194.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
57195.0,No gesture,37,2.0,"(100, 176)",JPEG,
57196.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
57198.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
57199.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
57203.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
57208.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
57209.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
57213.0,Turning Hand Counterclockwise,37,22.0,"(100, 132)",JPEG,
57219.0,Swiping Down,37,15.0,"(100, 132)",JPEG,
57223.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
57226.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
57230.0,Pulling Hand In,37,3.0,"(100, 132)",JPEG,
57231.0,Swiping Up,37,18.0,"(100, 176)",JPEG,
57240.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
57241.0,Shaking Hand,37,9.0,"(100, 132)",JPEG,
57242.0,Rolling Hand Forward,37,8.0,"(100, 132)",JPEG,
57244.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
57249.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
57255.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
57258.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
57259.0,Swiping Up,37,18.0,"(100, 132)",JPEG,
57260.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
57263.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
57265.0,Swiping Left,37,16.0,"(100, 132)",JPEG,
57267.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
57269.0,Doing other things,37,0.0,"(100, 132)",JPEG,
57270.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
57272.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
57273.0,Zooming Out With Full Hand,37,25.0,"(100, 176)",JPEG,
57281.0,Rolling Hand Forward,37,8.0,"(100, 100)",JPEG,
57284.0,Rolling Hand Backward,37,7.0,"(100, 132)",JPEG,
57285.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
57287.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
57291.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
57293.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
57297.0,Pushing Hand Away,37,5.0,"(100, 132)",JPEG,
57300.0,Doing other things,37,0.0,"(100, 176)",JPEG,
57301.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
57302.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
57303.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
57304.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
57305.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
57309.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
57310.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
57313.0,Pulling Two Fingers In,37,4.0,"(100, 132)",JPEG,
57316.0,Swiping Left,37,16.0,"(100, 176)",JPEG,
57317.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
57320.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
57323.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
57326.0,Doing other things,37,0.0,"(100, 176)",JPEG,
57329.0,Zooming In With Full Hand,37,23.0,"(100, 176)",JPEG,
57331.0,Drumming Fingers,37,1.0,"(100, 176)",JPEG,
57338.0,Sliding Two Fingers Left,37,11.0,"(100, 132)",JPEG,
57343.0,No gesture,37,2.0,"(100, 176)",JPEG,
57349.0,Turning Hand Clockwise,37,21.0,"(100, 176)",JPEG,
57350.0,Sliding Two Fingers Up,37,13.0,"(100, 132)",JPEG,
57351.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
57352.0,Sliding Two Fingers Down,37,10.0,"(100, 176)",JPEG,
57356.0,Swiping Down,37,15.0,"(100, 176)",JPEG,
57364.0,Pulling Hand In,37,3.0,"(100, 176)",JPEG,
57365.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
57366.0,Zooming Out With Two Fingers,37,26.0,"(100, 176)",JPEG,
57367.0,Pushing Hand Away,37,5.0,"(100, 176)",JPEG,
57369.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
57371.0,Turning Hand Counterclockwise,37,22.0,"(100, 132)",JPEG,
57372.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
57373.0,Thumb Down,37,19.0,"(100, 176)",JPEG,
57376.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
57380.0,Doing other things,37,0.0,"(100, 176)",JPEG,
57383.0,Doing other things,37,0.0,"(100, 176)",JPEG,
57388.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
57389.0,Sliding Two Fingers Down,37,10.0,"(100, 132)",JPEG,
57393.0,Pushing Two Fingers Away,37,6.0,"(100, 176)",JPEG,
57395.0,Rolling Hand Backward,37,7.0,"(100, 176)",JPEG,
57398.0,Rolling Hand Forward,37,8.0,"(100, 176)",JPEG,
57399.0,Doing other things,37,0.0,"(100, 176)",JPEG,
57400.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
57407.0,Turning Hand Counterclockwise,37,22.0,"(100, 132)",JPEG,
57408.0,Turning Hand Counterclockwise,37,22.0,"(100, 176)",JPEG,
57411.0,Zooming In With Two Fingers,37,24.0,"(100, 176)",JPEG,
57419.0,Swiping Right,37,17.0,"(100, 176)",JPEG,
57420.0,Pulling Two Fingers In,37,4.0,"(100, 176)",JPEG,
57425.0,Sliding Two Fingers Right,37,12.0,"(100, 176)",JPEG,
57430.0,Sliding Two Fingers Left,37,11.0,"(100, 176)",JPEG,
57437.0,Shaking Hand,37,9.0,"(100, 176)",JPEG,
57438.0,Thumb Up,37,20.0,"(100, 176)",JPEG,
